name;country_un_registery;users;purposes;orbit_class;perigee_km;apogee_km;inclination_deg;period_minutes;launch_mass_kg;launch_date;expected_lifetime_yrs;launch_site;launch_vehicle;operator;operatory_country
Starlink-1742;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1746 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;06.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1747 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;06.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1748 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;06.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1749 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;06.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1750;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1752;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1755 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;06.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1758;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1759;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1760 ;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1761 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;15.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1762;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1763;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1764;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1765;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1766 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1767;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1769;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1770 ;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1771;USA;Commercial;Communications;LEO;548;551;53;95.6;260;03.09.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1773 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1774 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1775 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1776 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1777 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1780 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1781 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1782;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1783 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1784 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1785 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1788 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1789 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1790 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1791 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1792 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1793 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1794 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1795 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1797 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1798 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1799 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1800 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1801 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1802 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1803 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1804 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1805 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1806 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1807 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1808 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1810 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1811 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1812 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1813 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1814 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1815 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1816 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1817 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1818 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1820 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1821 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1822 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1825 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1826 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1828 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1829 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1830 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;18.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1832 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1833 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1834 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1835 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1837 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1838 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1839 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1842 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1843 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1844 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1845 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1846 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1848 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1849 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1850 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1851 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1852 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1854 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1856 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1857 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1860 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1861 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1862 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1863 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1864 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1865 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1866 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1867 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1868 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1869 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1871 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1872 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1873 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1876 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1877 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1878 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1879 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1880 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1881 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1882 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1883 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1884 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1887 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1888 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1890 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1891 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1892 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1893 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1894 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1895 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1896 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1899 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1902 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1903 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1904;USA;Commercial;Communications;LEO;260;280;53;95.6;260;04.05.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1905 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1906 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1907 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1908 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1909 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1910 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1911 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1912 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1913 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1916 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1917 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1918 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1920 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1921 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1922 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1923 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1924 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1925 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1926 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1927 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.11.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1928 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1929 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1930 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1931 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1932 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1933 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1934 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1936 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1938 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1939 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1940 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1941 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1942 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1943 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1944 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1946 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1948 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;24.10.2020;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1953 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1954 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1955 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1956 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1957 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1958 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1959 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1960 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1961 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1962 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1963 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1964 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1965 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1966 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1967 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1969 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1970 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1971;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1972 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;15.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1973 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;15.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1974 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;15.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1975;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1976 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1977 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1978 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1979 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1980 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1981 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1982 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;04.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-1983 ;USA;Commercial;Communications;LEO;548;561;53;95.6;260;15.02.2021;4;Cape Canaveral;Falcon 9;SpaceX;USA
